item.id|job|like.feat|dislike.feat|like.all|dislike.all|odd.ratio
19|entertainment|1|0|40|32|0.8500000000000001
19|executive|0|2|40|32|0.38095238095238093
19|healthcare|1|2|40|32|0.4
19|lawyer|1|0|40|32|0.8500000000000001
19|librarian|7|1|40|32|5.6
19|marketing|0|1|40|32|0.7619047619047619
19|other|4|3|40|32|1.0666666666666667
19|programmer|1|2|40|32|0.4
19|retired|2|0|40|32|1.7000000000000002
19|salesman|1|0|40|32|0.8500000000000001
19|scientist|0|2|40|32|0.38095238095238093
19|student|6|3|40|32|1.5999999999999999
19|technician|3|0|40|32|2.55
19|writer|2|4|40|32|0.4
20|administrator|0|5|15|69|0.8117647058823529
20|artist|0|3|15|69|1.3529411764705883
20|educator|2|6|15|69|1.5333333333333334
20|engineer|1|7|15|69|0.6571428571428571
20|executive|0|2|15|69|2.0294117647058822
20|healthcare|1|3|15|69|1.5333333333333334
20|homemaker|0|1|15|69|4.0588235294117645
20|lawyer|0|1|15|69|4.0588235294117645
20|librarian|0|3|15|69|1.3529411764705883
20|marketing|0|1|15|69|4.0588235294117645
20|none|1|1|15|69|4.6
20|other|1|6|15|69|0.7666666666666667
20|programmer|1|8|15|69|0.575
20|retired|0|2|15|69|2.0294117647058822
20|scientist|0|1|15|69|4.0588235294117645
20|student|5|15|15|69|1.5333333333333332
20|technician|0|4|15|69|1.0147058823529411
20|writer|3|0|15|69|14.200000000000001
21|administrator|19|2|232|65|2.6616379310344827
21|artist|4|1|232|65|1.1206896551724137
21|doctor|1|0|232|65|0.28879310344827586
21|educator|21|6|232|65|0.980603448275862
21|engineer|22|6|232|65|1.0272988505747125
21|entertainment|5|1|232|65|1.4008620689655173
21|executive|6|2|232|65|0.8405172413793103
21|healthcare|2|2|232|65|0.2801724137931034
21|homemaker|1|0|232|65|0.28879310344827586
21|lawyer|4|1|232|65|1.1206896551724137
21|librarian|9|6|232|65|0.42025862068965514
21|marketing|4|2|232|65|0.5603448275862069
21|none|2|1|232|65|0.5603448275862069
21|other|22|7|232|65|0.8805418719211822
21|programmer|24|5|232|65|1.3448275862068964
21|retired|4|0|232|65|1.1551724137931034
21|salesman|2|0|232|65|0.5775862068965517
21|scientist|6|3|232|65|0.5603448275862069
21|student|59|14|232|65|1.1807266009852215
21|technician|11|3|232|65|1.0272988505747125
21|writer|4|3|232|65|0.3735632183908046
22|administrator|10|4|146|36|0.6164383561643836
22|artist|4|0|146|36|1.0410958904109588
22|doctor|1|0|146|36|0.2602739726027397
22|educator|17|0|146|36|4.424657534246576
22|engineer|13|3|146|36|1.0684931506849316
22|entertainment|2|1|146|36|0.4931506849315068
22|executive|5|1|146|36|1.2328767123287672
22|healthcare|4|1|146|36|0.9863013698630136
22|lawyer|3|0|146|36|0.7808219178082192
22|librarian|6|3|146|36|0.4931506849315068
22|marketing|5|1|146|36|1.2328767123287672
22|other|14|6|146|36|0.5753424657534246
22|programmer|8|4|146|36|0.4931506849315068
22|retired|2|0|146|36|0.5205479452054794
22|salesman|0|1|146|36|0.24324324324324326
22|scientist|5|1|146|36|1.2328767123287672
22|student|33|4|146|36|2.0342465753424657
22|technician|5|2|146|36|0.6164383561643836
22|writer|9|4|146|36|0.5547945205479452
23|administrator|3|7|90|84|0.4
23|artist|3|0|90|84|2.8666666666666667
23|doctor|0|2|90|84|0.4565217391304348
23|educator|6|5|90|84|1.12
23|engineer|9|7|90|84|1.2000000000000002
23|entertainment|1|2|90|84|0.46666666666666673
23|executive|3|3|90|84|0.9333333333333333
23|healthcare|0|3|90|84|0.30434782608695654
23|lawyer|1|0|90|84|0.9555555555555556
23|librarian|2|1|90|84|1.866666666666667
23|marketing|0|1|90|84|0.9130434782608696
23|none|2|1|90|84|1.866666666666667
23|other|5|7|90|84|0.6666666666666666
23|programmer|11|9|90|84|1.1407407407407408
23|retired|2|0|90|84|1.9111111111111112
23|salesman|1|0|90|84|0.9555555555555556
23|scientist|1|3|90|84|0.3111111111111111
23|student|35|28|90|84|1.1666666666666667
23|technician|2|4|90|84|0.46666666666666673
23|writer|3|1|90|84|2.8000000000000003
24|administrator|14|11|154|139|1.1487603305785126
24|artist|2|2|154|139|0.9025974025974026
24|doctor|1|1|154|139|0.9025974025974026
24|educator|16|15|154|139|0.9627705627705628
24|engineer|12|15|154|139|0.7220779220779221
24|entertainment|1|3|154|139|0.3008658008658009
24|executive|9|1|154|139|8.123376623376624
24|healthcare|4|4|154|139|0.9025974025974026
24|homemaker|1|1|154|139|0.9025974025974026
24|lawyer|3|1|154|139|2.7077922077922074
24|librarian|8|4|154|139|1.8051948051948052
24|marketing|3|3|154|139|0.9025974025974025
24|none|1|0|154|139|0.9155844155844156
24|other|19|15|154|139|1.1432900432900432
24|programmer|13|7|154|139|1.676252319109462
24|retired|3|2|154|139|1.3538961038961037
24|salesman|1|2|154|139|0.4512987012987013
24|scientist|2|3|154|139|0.6017316017316018
24|student|33|36|154|139|0.8273809523809523
24|technician|3|7|154|139|0.38682745825602965
24|writer|5|6|154|139|0.752164502164502
25|administrator|0|6|30|43|0.22395833333333334
25|artist|1|0|30|43|1.5
25|doctor|2|0|30|43|3.0
25|educator|6|3|30|43|2.8666666666666667
25|engineer|0|3|30|43|0.4479166666666667
25|executive|1|0|30|43|1.5
25|healthcare|0|3|30|43|0.4479166666666667
25|lawyer|1|0|30|43|1.5
25|librarian|1|7|30|43|0.20476190476190476
25|marketing|1|0|30|43|1.5
25|other|2|4|30|43|0.7166666666666667
25|programmer|1|3|30|43|0.4777777777777778
25|retired|1|1|30|43|1.4333333333333333
25|salesman|1|0|30|43|1.5
25|scientist|1|0|30|43|1.5
25|student|6|8|30|43|1.0750000000000002
25|technician|2|1|30|43|2.8666666666666667
25|writer|3|4|30|43|1.0750000000000002
26|administrator|3|1|22|35|4.7727272727272725
26|educator|1|2|22|35|0.7954545454545455
26|engineer|2|4|22|35|0.7954545454545455
26|entertainment|0|2|22|35|0.7291666666666666
26|executive|1|1|22|35|1.590909090909091
26|healthcare|0|2|22|35|0.7291666666666666
26|marketing|0|1|22|35|1.4583333333333333
26|none|1|0|22|35|1.6818181818181819
26|other|2|3|22|35|1.0606060606060606
26|programmer|1|3|22|35|0.5303030303030303
26|salesman|1|0|22|35|1.6818181818181819
26|student|10|11|22|35|1.4462809917355373
26|technician|0|2|22|35|0.7291666666666666
26|writer|0|3|22|35|0.4861111111111111
27|administrator|14|7|200|76|0.7600000000000001
27|artist|3|2|200|76|0.5700000000000001
27|doctor|1|0|200|76|0.39
27|educator|20|1|200|76|7.6000000000000005
27|engineer|20|4|200|76|1.9000000000000001
27|entertainment|3|1|200|76|1.1400000000000001
27|executive|7|2|200|76|1.3300000000000003
27|healthcare|3|2|200|76|0.5700000000000001
27|lawyer|3|1|200|76|1.1400000000000001
27|librarian|8|5|200|76|0.6080000000000001
27|marketing|4|4|200|76|0.38
27|none|2|0|200|76|0.78
27|other|24|10|200|76|0.912
27|programmer|18|6|200|76|1.1400000000000001
27|retired|2|1|200|76|0.76
27|salesman|2|0|200|76|0.78
27|scientist|6|2|200|76|1.1400000000000001
27|student|42|19|200|76|0.84
27|technician|10|2|200|76|1.9000000000000001
27|writer|8|7|200|76|0.43428571428571433
28|administrator|0|7|20|94|0.6103896103896105
28|artist|0|1|20|94|4.272727272727273
28|educator|1|6|20|94|0.7833333333333334
28|engineer|0|8|20|94|0.5340909090909092
28|entertainment|0|2|20|94|2.1363636363636367
28|executive|0|1|20|94|4.272727272727273
28|healthcare|2|0|20|94|9.600000000000001
28|lawyer|0|2|20|94|2.1363636363636367
28|librarian|0|4|20|94|1.0681818181818183
28|marketing|1|2|20|94|2.35
28|none|1|1|20|94|4.7
28|other|2|10|20|94|0.9400000000000001
28|programmer|4|8|20|94|2.35
28|scientist|0|2|20|94|2.1363636363636367
28|student|8|27|20|94|1.3925925925925926
28|technician|0|5|20|94|0.8545454545454546
28|writer|1|8|20|94|0.5875
29|administrator|2|1|30|7|0.4666666666666667
29|artist|2|0|30|7|0.6
29|educator|9|1|30|7|2.1
29|engineer|1|1|30|7|0.23333333333333334
29|healthcare|3|1|30|7|0.7000000000000001
29|lawyer|0|1|30|7|0.21875
29|librarian|2|0|30|7|0.6
29|none|1|0|30|7|0.3
29|other|2|0|30|7|0.6
29|programmer|2|1|30|7|0.4666666666666667
29|retired|2|0|30|7|0.6
29|student|2|0|30|7|0.6
29|technician|0|1|30|7|0.21875
29|writer|2|0|30|7|0.6
30|administrator|7|6|93|61|0.7652329749103943
30|artist|1|1|93|61|0.6559139784946236
30|educator|7|2|93|61|2.2956989247311825
30|engineer|8|7|93|61|0.7496159754224271
30|entertainment|3|2|93|61|0.9838709677419354
30|executive|5|0|93|61|3.3870967741935485
30|healthcare|0|3|93|61|0.21403508771929824
30|lawyer|1|0|93|61|0.6774193548387097
30|librarian|3|1|93|61|1.9677419354838708
30|marketing|3|0|93|61|2.032258064516129
30|none|2|0|93|61|1.3548387096774195
30|other|13|6|93|61|1.4211469534050178
30|programmer|9|7|93|61|0.8433179723502304
30|retired|1|2|93|61|0.3279569892473118
30|salesman|1|0|93|61|0.6774193548387097
30|scientist|3|2|93|61|0.9838709677419354
30|student|17|14|93|61|0.7964669738863287
30|technician|6|3|93|61|1.3118279569892473
30|writer|3|5|93|61|0.3935483870967742
31|administrator|4|1|53|28|2.1132075471698113
31|artist|2|2|53|28|0.5283018867924528
31|doctor|0|1|53|28|0.5090909090909091
31|educator|6|5|53|28|0.6339622641509434
31|engineer|3|2|53|28|0.7924528301886793
31|entertainment|3|1|53|28|1.5849056603773586
31|executive|1|0|53|28|0.5660377358490566
31|healthcare|1|1|53|28|0.5283018867924528
31|lawyer|2|0|53|28|1.1320754716981132
31|librarian|1|1|53|28|0.5283018867924528
31|other|3|4|53|28|0.39622641509433965
31|programmer|5|2|53|28|1.3207547169811322
31|retired|1|1|53|28|0.5283018867924528
31|scientist|4|1|53|28|2.1132075471698113
31|student|10|3|53|28|1.7610062893081764
31|technician|4|2|53|28|1.0566037735849056
31|writer|3|1|53|28|1.5849056603773586
32|administrator|3|5|50|47|0.564
32|artist|0|2|50|47|0.451923076923077
32|doctor|0|1|50|47|0.903846153846154
32|educator|5|1|50|47|4.7
32|engineer|2|6|50|47|0.31333333333333335
32|entertainment|0|2|50|47|0.451923076923077
32|healthcare|0|1|50|47|0.903846153846154
32|lawyer|2|0|50|47|1.9600000000000002
32|librarian|1|1|50|47|0.9400000000000001
32|marketing|0|1|50|47|0.903846153846154
32|none|1|0|50|47|0.9800000000000001
32|other|4|1|50|47|3.7600000000000002
32|programmer|7|2|50|47|3.2900000000000005
32|salesman|0|1|50|47|0.903846153846154
32|scientist|0|1|50|47|0.903846153846154
32|student|21|14|50|47|1.41
32|technician|3|3|50|47|0.9400000000000001
32|writer|1|5|50|47|0.188
33|educator|0|1|2|5|1.25
33|librarian|0|1|2|5|1.25
33|programmer|1|0|2|5|3.5
33|student|1|2|2|5|1.25
33|technician|0|1|2|5|1.25
34|educator|0|2|2|9|1.125
34|executive|1|0|2|9|5.5
34|healthcare|0|1|2|9|2.25
34|other|1|1|2|9|4.5
34|programmer|0|1|2|9|2.25
34|student|0|2|2|9|1.125
34|technician|0|1|2|9|2.25
34|writer|0|1|2|9|2.25
35|healthcare|0|2|1|12|2.0
35|lawyer|0|1|1|12|4.0
35|librarian|0|1|1|12|4.0
35|none|0|1|1|12|4.0
35|student|1|3|1|12|4.0
35|technician|0|1|1|12|4.0
35|writer|0|3|1|12|1.3333333333333333
36|educator|0|1|1|7|2.3333333333333335
36|engineer|0|1|1|7|2.3333333333333335
36|healthcare|0|1|1|7|2.3333333333333335
36|student|0|2|1|7|1.1666666666666667
36|technician|0|1|1|7|2.3333333333333335
36|writer|1|1|1|7|7.0
37|administrator|2|6|30|90|1.0
37|artist|0|1|30|90|2.8125
37|educator|4|3|30|90|4.0
37|engineer|1|8|30|90|0.375
37|entertainment|0|2|30|90|1.40625
37|executive|2|2|30|90|3.0
37|healthcare|1|1|30|90|3.0
37|librarian|0|5|30|90|0.5625
37|marketing|0|2|30|90|1.40625
37|none|2|0|30|90|6.133333333333334
37|other|1|8|30|90|0.375
37|programmer|3|9|30|90|1.0
37|salesman|0|1|30|90|2.8125
37|scientist|0|1|30|90|2.8125
37|student|11|32|30|90|1.0312499999999998
37|technician|0|4|30|90|0.703125
37|writer|3|5|30|90|1.8000000000000003
38|administrator|3|4|38|49|0.9671052631578948
38|artist|2|1|38|49|2.5789473684210527
38|educator|7|3|38|49|3.008771929824561
38|engineer|2|5|38|49|0.5157894736842105
38|entertainment|2|4|38|49|0.6447368421052632
38|executive|1|0|38|49|1.3421052631578947
38|healthcare|0|2|38|49|0.6125
38|lawyer|0|1|38|49|1.225
38|librarian|2|1|38|49|2.5789473684210527
38|none|1|0|38|49|1.3421052631578947
