item.id|age_group|like.feat|dislike.feat|like.all|dislike.all|odd.ratio
67|old|28|43|68|66|0.6320109439124487
67|young|40|23|68|66|1.6879795396419437
68|old|161|70|225|96|0.9813333333333333
68|young|64|26|225|96|1.0502564102564103
69|old|117|70|159|92|0.9671159029649594
69|young|42|22|159|92|1.104631217838765
70|old|95|56|134|86|1.0887526652452026
70|young|39|30|134|86|0.8343283582089552
71|old|36|49|52|77|1.0879120879120878
71|young|16|28|52|77|0.8461538461538461
72|old|44|42|61|67|1.150663544106167
72|young|17|25|61|67|0.7468852459016392
73|old|3|2|3|4|2.0
73|young|0|2|3|4|0.4
74|old|1|1|3|2|0.6666666666666666
74|young|2|1|3|2|1.3333333333333333
75|old|15|20|27|27|0.7500000000000001
75|young|12|7|27|27|1.7142857142857142
76|old|46|54|61|90|1.2568306010928962
76|young|15|36|61|90|0.6147540983606556
77|old|2|17|6|27|0.5294117647058824
77|young|4|10|6|27|1.8
78|old|183|46|264|72|1.0849802371541504
78|young|81|26|264|72|0.8496503496503497
79|old|7|26|16|52|0.875
79|young|9|26|16|52|1.125
80|old|39|37|61|49|0.8466991581745681
80|young|22|12|61|49|1.4726775956284155
81|old|106|70|162|99|0.9253968253968254
81|young|56|29|162|99|1.1800766283524904
82|old|100|25|139|37|1.064748201438849
82|young|39|12|139|37|0.8651079136690646
83|young|4|7|6|12|1.1428571428571428
83|old|2|5|6|12|0.7999999999999999
84|old|12|19|18|40|1.4035087719298245
84|young|6|21|18|40|0.6349206349206349
85|old|94|29|113|37|1.0613365883429966
85|young|19|8|113|37|0.7776548672566371
86|old|71|25|97|41|1.2004123711340207
86|young|26|16|97|41|0.6868556701030928
87|old|100|58|126|87|1.1904761904761905
87|young|26|29|126|87|0.6190476190476191
88|old|165|37|219|56|1.1403184005923732
88|young|54|19|219|56|0.7267483777937995
89|old|11|39|35|60|0.48351648351648346
89|young|24|21|35|60|1.959183673469388
90|old|50|44|82|61|0.8453436807095344
90|young|32|17|82|61|1.4002869440459111
91|old|27|25|64|40|0.675
91|young|37|15|64|40|1.5416666666666667
92|old|48|23|77|35|0.9486166007905138
92|young|29|12|77|35|1.0984848484848486
93|old|30|55|49|88|0.9795918367346939
93|young|19|33|49|88|1.034013605442177
94|old|95|48|144|75|1.030815972222222
94|young|49|27|144|75|0.9452160493827161
95|old|148|49|226|69|0.9221600144482571
95|young|78|20|226|69|1.1907079646017698
96|old|126|61|167|89|1.1008147639147934
96|young|41|28|167|89|0.7803678357570573
97|old|249|36|344|46|0.9249031007751937
97|young|95|10|344|46|1.2703488372093024
98|old|69|46|100|72|1.08
98|young|31|26|100|72|0.8584615384615385
99|old|310|64|406|102|1.2169027093596059
99|young|96|38|406|102|0.6346901737101374
100|old|21|28|32|41|0.9609374999999999
100|young|11|13|32|41|1.0841346153846154
101|old|16|28|22|32|0.8311688311688312
101|young|6|4|22|32|2.1818181818181817
102|old|0|12|0|15|0.625
102|young|0|3|0|15|2.5
103|old|0|3|0|5|0.8333333333333334
103|young|0|2|0|5|1.25
104|old|4|37|12|62|0.5585585585585585
104|young|8|25|12|62|1.6533333333333333
105|old|17|39|21|50|1.037851037851038
105|young|4|11|21|50|0.8658008658008658
106|old|11|19|22|20|0.5263157894736842
106|young|11|1|22|20|10.0
107|old|11|19|24|41|0.9890350877192982
107|young|13|22|24|41|1.0094696969696968
108|old|34|43|67|63|0.7434918431100312
108|young|33|20|67|63|1.551492537313433
109|old|4|15|6|25|1.1111111111111112
109|young|2|10|6|25|0.8333333333333333
110|old|107|83|148|124|1.0801042005861285
110|young|41|41|148|124|0.8378378378378378
111|old|2|13|4|16|0.6153846153846154
111|young|2|3|4|16|2.6666666666666665
112|old|5|2|7|2|0.7142857142857143
112|young|2|0|7|2|1.1428571428571428
113|old|40|6|61|6|0.6557377049180327
113|young|21|0|61|6|2.7540983606557377
114|old|5|6|9|6|0.5555555555555556
114|young|4|0|9|6|3.5555555555555554
115|old|75|34|86|39|1.000341997264022
115|young|11|5|86|39|0.9976744186046513
116|old|145|102|240|138|0.8174019607843137
116|young|95|36|240|138|1.5173611111111112
117|old|86|118|127|166|0.9526224476177767
117|young|41|48|127|166|1.1164698162729658
118|old|2|1|3|1|0.6666666666666666
118|young|1|0|3|1|1.0
119|old|7|38|10|57|1.05
119|young|3|19|10|57|0.9
120|old|153|131|228|201|1.0296303736440338
120|young|75|70|228|201|0.9445488721804511
121|old|4|53|14|92|0.49595687331536387
121|young|10|39|14|92|1.684981684981685
122|old|22|43|50|65|0.6651162790697674
122|young|28|22|50|65|1.6545454545454545
123|old|115|28|144|43|1.226438492063492
123|young|29|15|144|43|0.5773148148148148
124|old|82|80|125|119|0.9758
124|young|43|39|125|119|1.0496410256410256
125|old|51|30|62|35|0.9596774193548389
125|young|11|5|62|35|1.241935483870968
126|old|261|52|351|62|0.8865877712031558
126|young|90|10|351|62|1.5897435897435896
127|old|12|20|33|32|0.5818181818181818
127|young|21|12|33|32|1.696969696969697
128|old|58|27|88|41|1.0008417508417506
128|young|30|14|88|41|0.9983766233766233
129|old|4|14|5|18|1.0285714285714287
129|young|1|4|5|18|0.9000000000000001
130|old|46|27|61|34|0.949605343047966
130|young|15|7|61|34|1.1943793911007026
131|old|144|43|181|65|1.202621097263266
131|young|37|22|181|65|0.6039678553490708
132|old|94|47|116|55|0.9482758620689655
132|young|22|8|116|55|1.3038793103448276
133|old|131|30|162|36|0.9703703703703703
133|young|31|6|162|36|1.1481481481481481
134|old|145|56|187|72|0.9969442322383498
134|young|42|16|187|72|1.0106951871657754
135|old|72|13|86|19|1.223613595706619
135|young|14|6|86|19|0.5155038759689923
136|old|98|47|116|55|0.9886280264123258
136|young|18|8|116|55|1.0668103448275863
137|old|1|10|5|14|0.28
137|young|4|4|5|14|2.8000000000000003
138|old|5|29|8|42|0.9051724137931034
138|young|3|13|8|42|1.2115384615384615
139|old|15|27|26|35|0.7478632478632478
139|young|11|8|26|35|1.8509615384615385
140|old|32|23|38|34|1.2448512585812355
140|young|6|11|38|34|0.48803827751196166
141|old|13|25|20|37|0.9620000000000001
141|young|7|12|20|37|1.0791666666666666
142|old|101|57|138|84|1.078565980167811
142|young|37|27|138|84|0.8341384863123994
143|old|111|56|167|76|0.9020530367835757
143|young|56|20|167|76|1.274251497005988
144|old|5|36|11|54|0.6818181818181819
144|young|6|18|11|54|1.6363636363636362
145|old|1|8|2|8|0.5
145|young|1|0|2|8|5.0
146|old|56|56|99|86|0.8686868686868686
146|young|43|30|99|86|1.245117845117845
147|old|29|50|49|79|0.9351020408163264
147|young|20|29|49|79|1.111893033075299
148|old|6|11|8|15|1.0227272727272727
148|young|2|4|8|15|0.9375
149|old|55|39|101|56|0.781924346280782
149|young|46|17|101|56|1.5002912055911475
150|old|134|95|189|137|1.0224450013923696
150|young|55|42|189|137|0.9492315444696396
151|old|41|26|51|31|0.9585218702865762
151|young|10|5|51|31|1.215686274509804
152|old|128|64|161|86|1.0683229813664596
152|young|33|22|161|86|0.8012422360248447
153|old|69|53|103|71|0.8974171093606889
153|young|34|18|103|71|1.302049622437972
154|old|24|40|36|62|1.0333333333333332
154|young|12|22|36|62|0.9393939393939393
155|young|56|14|111|37|1.333333333333333
155|old|55|23|111|37|0.7971014492753623
156|old|59|37|80|47|0.9368243243243244
156|young|21|10|80|47|1.2337500000000001
157|old|5|30|8|52|1.0833333333333335
157|young|3|22|8|52|0.8863636363636364
158|old|25|39|39|62|1.0190664036817885
158|young|14|23|39|62|0.967670011148272
159|old|25|26|39|30|0.7396449704142012
159|young|14|4|39|30|2.6923076923076925
160|old|71|77|112|108|0.8891465677179963
160|young|41|31|112|108|1.2753456221198156
161|old|45|44|51|55|1.102941176470588
161|young|6|11|51|55|0.588235294117647
162|old|44|28|52|40|1.208791208791209
162|young|8|12|52|40|0.5128205128205129
163|old|54|43|85|66|0.9751025991792065
163|young|31|23|85|66|1.046547314578005
164|old|42|7|51|13|1.5294117647058822
164|young|9|6|51|13|0.3823529411764706
165|old|37|9|46|12|1.0724637681159421
165|young|9|3|46|12|0.782608695652174
166|old|17|39|17|50|1.282051282051282
166|young|0|11|17|50|0.23923444976076555
167|old|162|59|242|74|0.8396133912312649
167|young|80|15|242|74|1.6308539944903582
168|old|75|6|105|13|1.5476190476190477
168|young|30|7|105|13|0.5306122448979592
169|old|82|20|98|23|0.9622448979591838
169|young|16|3|98|23|1.2517006802721087
170|old|26|19|44|21|0.65311004784689
170|young|18|2|44|21|4.295454545454546
171|old|186|60|293|74|0.7829351535836178
171|young|107|14|293|74|1.9302779132130667
172|old|166|54|248|76|0.9420549581839904
172|young|82|22|248|76|1.1422287390029324
173|old|249|51|348|72|1.0101419878296145
173|young|99|21|348|72|0.9753694581280788
174|old|107|53|139|69|1.0021718474277181
174|young|32|16|139|69|0.9928057553956835
175|old|144|59|210|74|0.8600484261501211
175|young|66|15|210|74|1.5504761904761903
176|old|70|37|94|43|0.8654399079930994
176|young|24|6|94|43|1.8297872340425532
177|old|79|12|109|16|0.9663608562691132
177|young|30|4|109|16|1.1009174311926606
178|old|112|44|160|61|0.9704545454545453
178|young|48|17|160|61|1.076470588235294
179|old|128|40|167|54|1.0347305389221557
179|young|39|14|167|54|0.900769888793841
180|old|238|106|379|128|0.7583013889580326
180|young|141|22|379|128|2.164547853202207
181|old|105|53|164|62|0.7489645651173493
181|young|59|9|164|62|2.478319783197832
182|old|165|49|223|68|1.026814313169214
182|young|58|19|223|68|0.9308472976162377
183|old|25|33|62|54|0.659824046920821
183|young|37|21|62|54|1.534562211981567
184|old|136|40|185|54|0.9924324324324325
184|young|49|14|185|54|1.0216216216216218
185|old|111|70|168|83|0.7834183673469387
185|young|57|13|168|83|2.166208791208791
186|old|120|32|167|42|0.9431137724550899
186|young|47|10|167|42|1.1820359281437127
187|old|64|51|102|68|0.8366013071895425
187|young|38|17|102|68|1.4901960784313726
188|old|34|10|53|13|0.8339622641509433
188|young|19|3|53|13|1.5534591194968552
189|old|85|18|101|23|1.0753575357535752
189|young|16|5|101|23|0.7287128712871287
190|old|178|37|224|52|1.1167953667953667
190|young|46|15|224|52|0.7119047619047619
191|old|70|18|94|22|0.9101654846335696
191|young|24|4|94|22|1.404255319148936
192|old|90|33|114|43|1.0287081339712918
192|young|24|10|114|43|0.9052631578947368
193|old|149|47|181|60|1.050899259433408
193|young|32|13|181|60|0.8159796005099872
194|old|155|56|217|84|1.0714285714285716
194|young|62|28|217|84|0.8571428571428571
195|old|131|49|185|66|0.9537782680639824
195|young|54|17|185|66|1.133227344992051
196|old|151|44|188|51|0.9309719535783365
196|young|37|7|188|51|1.4338905775075987
197|old|67|25|98|29|0.793061224489796
197|young|31|4|98|29|2.293367346938776
198|old|116|27|136|29|0.9161220043572985
198|young|20|2|136|29|2.1323529411764706
199|old|89|58|135|71|0.8070242656449552
199|young|46|13|135|71|1.8609686609686609
200|young|23|17|47|42|1.2090112640801
200|old|24|25|47|42|0.8578723404255318
201|old|132|69|179|101|1.0794267670633957
201|young|47|32|179|101|0.828736033519553
202|old|96|38|131|51|0.9835275210928084
202|young|35|13|131|51|1.0481503229594833
203|old|169|77|235|115|1.0740536059684995
203|young|66|38|235|115|0.8499440089585667
204|old|79|37|93|43|0.9872130194710841
204|young|14|6|93|43|1.0788530465949822
205|old|12|13|26|24|0.8520710059171599
205|young|14|11|26|24|1.1748251748251748
206|old|32|17|43|23|1.0068399452804377
206|young|11|6|43|23|0.9806201550387598
207|old|112|45|141|59|1.041449960598897
207|young|29|14|141|59|0.8667679837892603
208|old|102|44|135|56|0.9616161616161616
208|young|33|12|135|56|1.1407407407407408
209|old|160|69|235|96|0.9472710453283996
209|young|75|27|235|96|1.1347517730496455
210|old|133|47|152|54|1.0053191489361701
210|young|19|7|152|54|0.9642857142857143
211|old|46|30|52|40|1.1794871794871795
211|young|6|10|52|40|0.46153846153846156
212|old|83|29|98|36|1.05137227304715
212|young|15|7|98|36|0.7871720116618076
213|old|36|48|54|60|0.8333333333333333
213|young|18|12|54|60|1.6666666666666665
214|old|89|63|127|85|0.9455068116485439
214|young|38|22|127|85|1.1560486757337152
215|old|159|59|210|80|1.0266343825665858
215|young|51|21|210|80|0.9251700680272108
216|old|23|47|45|75|0.8156028368794325
216|young|22|28|45|75|1.3095238095238093
217|old|52|57|85|86|0.9230134158926729
217|young|33|29|85|86|1.15131845841785
218|old|30|42|49|62|0.9037900874635569
218|young|19|20|49|62|1.2020408163265306
219|old|18|31|29|37|0.7408231368186875
219|young|11|6|29|37|2.3390804597701145
220|old|40|19|50|24|1.0105263157894737
220|young|10|5|50|24|0.96
221|old|155|95|220|145|1.0753588516746413
221|young|65|50|220|145|0.8568181818181818
222|old|82|14|116|20|1.0098522167487685
222|young|34|6|116|20|0.9770114942528735
223|old|24|15|29|15|0.8275862068965517
223|young|5|0|29|15|2.931034482758621
224|old|20|59|31|78|0.8529250956806999
224|young|11|19|31|78|1.4567062818336165
225|old|45|64|72|94|0.91796875
225|young|27|30|72|94|1.175
226|old|55|54|76|85|1.139132553606238
226|young|21|31|76|85|0.7576400679117149
227|old|111|61|151|93|1.1207252198458366
227|young|40|32|151|93|0.7698675496688742
228|old|41|79|53|118|1.1554812514927157
228|young|12|39|53|118|0.6850507982583455
229|old|72|64|99|100|1.1363636363636365
229|young|27|36|99|100|0.7575757575757576
230|old|15|71|27|115|0.8998435054773084
230|young|12|44|27|115|1.1616161616161615
231|old|15|40|34|67|0.7389705882352942
231|young|19|27|34|67|1.3867102396514162
232|old|34|38|58|66|1.0181488203266786
232|young|24|28|58|66|0.9753694581280787
233|old|133|71|184|96|0.9773423147581138
233|young|51|25|184|96|1.0643478260869565
234|old|38|110|59|158|0.9251155624036979
234|young|21|48|59|158|1.1716101694915253
235|old|19|15|27|18|0.8444444444444444
235|young|8|3|27|18|1.7777777777777777
236|old|169|105|246|138|0.9029036004645761
236|young|77|33|246|138|1.3089430894308942
237|old|131|60|177|79|0.9744821092278718
237|young|46|19|177|79|1.080582812964615
238|old|48|48|74|76|1.0270270270270272
238|young|26|28|74|76|0.9536679536679538
239|old|22|65|50|106|0.7175384615384616
239|young|28|41|50|106|1.4478048780487804
240|old|43|49|70|58|0.7271137026239067
240|young|27|9|70|58|2.4857142857142858
241|old|68|20|89|28|1.0696629213483146
241|young|21|8|89|28|0.8258426966292135
242|old|21|70|25|107|1.284
242|young|4|37|25|107|0.46270270270270275
243|old|14|23|19|29|0.9290617848970251
243|young|5|6|19|29|1.2719298245614035
244|old|61|105|84|156|1.0789115646258503
244|young|23|51|84|156|0.8375350140056023
245|old|52|19|92|32|0.9519450800915331
245|young|40|13|92|32|1.0702341137123745
246|young|0|2|1|4|0.6666666666666666
246|old|1|2|1|4|2.0
247|old|70|39|107|53|0.8890486460579918
247|young|37|14|107|53|1.309078771695594
248|old|17|51|54|76|0.46913580246913583
248|young|37|25|54|76|2.082962962962963
249|old|62|62|111|86|0.7747747747747747
249|young|49|24|111|86|1.5818318318318318
250|old|25|6|37|9|1.0135135135135136
250|young|12|3|37|9|0.972972972972973
251|old|33|68|47|111|1.1461201501877347
251|young|14|43|47|111|0.7689262741217219
252|young|5|5|14|12|0.8571428571428571
252|old|9|7|14|12|1.1020408163265307
253|old|7|30|12|50|0.9722222222222223
253|young|5|20|12|50|1.0416666666666667
254|old|52|65|83|89|0.8578313253012049
254|young|31|24|83|89|1.3850401606425702
255|old|6|5|9|7|0.9333333333333332
255|young|3|2|9|7|1.1666666666666667
256|old|129|78|192|111|0.9561298076923076
256|young|63|33|192|111|1.1036931818181817
257|old|236|114|344|165|0.9929620563035496
257|young|108|51|344|165|1.015731874145007
258|old|26|90|41|121|0.8525745257452575
258|young|15|31|41|121|1.4280094413847366
259|old|14|57|34|93|0.6718266253869969
259|young|20|36|34|93|1.519607843137255
260|old|7|21|9|34|1.2592592592592593
260|young|2|13|9|34|0.5811965811965812
261|old|29|13|44|22|1.1153846153846152
261|young|15|9|44|22|0.8333333333333333
262|old|2|6|3|16|1.7777777777777777
262|young|1|10|3|16|0.5333333333333333
263|old|14|42|20|81|1.35
263|young|6|39|20|81|0.6230769230769231
264|old|109|52|151|76|1.055017829852267
264|young|42|24|151|76|0.8807947019867549
265|old|6|13|9|26|1.3333333333333333
265|young|3|13|9|26|0.6666666666666666
266|old|3|2|5|4|1.2
266|young|2|2|5|4|0.8
267|old|99|55|174|81|0.8379310344827586
267|young|75|26|174|81|1.3428381962864722
268|old|183|75|222|93|1.0221621621621622
268|young|39|18|222|93|0.9076576576576577
269|old|54|46|79|57|0.8470005503577326
269|young|25|11|79|57|1.6398158803222096
270|old|52|79|95|116|0.8037308461025984
270|young|43|37|95|116|1.4190611664295874
271|old|113|30|164|34|0.7808943089430894
271|young|51|4|164|34|2.6432926829268295
272|old|64|73|118|105|0.7801253772927792
272|young|54|32|118|105|1.5015889830508473
273|old|71|67|97|93|1.0160024619172179
273|young|26|26|97|93|0.9587628865979382
274|old|169|46|208|60|1.059782608695652
274|young|39|14|208|60|0.8035714285714286
275|old|136|78|190|108|0.9910931174089069
275|young|54|30|190|108|1.023157894736842
276|old|25|32|37|34|0.7179054054054054
276|young|12|2|37|34|5.513513513513514
277|old|14|24|25|35|0.8166666666666668
277|young|11|11|25|35|1.4000000000000001
278|old|11|13|14|14|0.8461538461538461
278|young|3|1|14|14|3.0
279|old|23|35|33|52|1.0354978354978355
279|young|10|17|33|52|0.9269162210338681
280|old|29|80|48|98|0.7401041666666666
280|young|19|18|48|98|2.1550925925925926
281|old|82|60|138|94|0.9309178743961352
281|young|56|34|138|94|1.1219096334185847
282|old|88|52|112|65|0.9821428571428571
282|young|24|13|112|65|1.0714285714285714
283|old|54|86|78|115|0.9257602862254025
283|young|24|29|78|115|1.220159151193634
284|old|117|20|140|22|0.9192857142857144
284|young|23|2|140|22|1.8071428571428572
285|old|236|144|298|183|1.0064317673378076
285|young|62|39|298|183|0.9762519359834797
286|old|30|27|46|32|0.7729468599033816
286|young|16|5|46|32|2.226086956521739
287|old|119|164|246|232|0.6843148919294072
287|young|127|68|246|232|1.7613582018173124
288|old|66|121|95|164|0.9416267942583733
288|young|29|43|95|164|1.1642594859241127
289|old|24|38|36|60|1.0526315789473684
289|young|12|22|36|60|0.9090909090909091
290|old|37|47|60|67|0.8790780141843971
290|young|23|20|60|67|1.284166666666667
291|old|54|31|70|44|1.0949308755760367
291|young|16|13|70|44|0.7736263736263735
292|old|62|38|101|46|0.7430953621677957
292|young|39|8|101|46|2.2202970297029703
293|old|116|206|197|288|0.8232221181804741
293|young|81|82|197|288|1.4441005323758822
294|old|21|21|34|43|1.2647058823529413
294|young|13|22|34|43|0.747326203208556
295|young|1|1|3|3|1.0
295|old|2|2|3|3|1.0
296|old|31|10|36|14|1.2055555555555555
296|young|5|4|36|14|0.48611111111111116
297|old|66|50|129|65|0.6651162790697674
297|young|63|15|129|65|2.1162790697674416
298|old|14|32|26|47|0.7908653846153846
298|young|12|15|26|47|1.4461538461538461
299|old|178|130|252|179|0.9725885225885227
299|young|74|49|252|179|1.0727243278263687
300|old|82|85|115|115|0.9647058823529412
300|young|33|30|115|115|1.1
301|old|171|46|239|58|0.9021284336911043
301|young|68|12|239|58|1.375174337517434
302|old|74|34|89|45|1.1004626569729017
302|young|15|11|89|45|0.6894790602655771
303|old|65|51|80|69|1.099264705882353
303|young|15|18|80|69|0.71875
304|old|40|21|56|31|1.054421768707483
304|young|16|10|56|31|0.8857142857142857
305|old|63|20|71|25|1.1091549295774648
305|young|8|5|71|25|0.5633802816901409
306|old|68|62|108|80|0.8124253285543608
306|young|40|18|108|80|1.6460905349794237
307|old|12|11|13|17|1.4265734265734267
307|young|1|6|13|17|0.21794871794871795
308|old|6|17|8|20|0.8823529411764706
308|young|2|3|8|20|1.6666666666666667
309|old|59|43|87|58|0.9147286821705425
309|young|28|15|87|58|1.2444444444444442
310|old|42|24|47|28|1.0425531914893618
310|young|5|4|47|28|0.7446808510638299
311|old|26|35|31|49|1.1741935483870969
311|young|5|14|31|49|0.5645161290322581
312|old|186|57|284|66|0.7583395107487028
312|young|98|9|284|66|2.5305164319248825
313|old|0|3|0|5|0.8333333333333334
313|young|0|2|0|5|1.25
314|old|94|22|125|35|1.1963636363636363
314|young|31|13|125|35|0.6676923076923077
315|old|75|10|95|17|1.3421052631578947
315|young|20|7|95|17|0.5112781954887218
316|old|51|21|75|27|0.8742857142857143
316|young|24|6|75|27|1.4400000000000002
317|old|191|21|265|33|1.1326145552560647
317|young|74|12|265|33|0.7679245283018867
318|old|55|71|75|93|0.9605633802816901
318|young|20|22|75|93|1.1272727272727272
319|young|7|1|14|6|3.0
319|old|7|5|14|6|0.6
320|old|45|88|57|112|1.0047846889952154
320|young|12|24|57|112|0.9824561403508771
321|old|53|112|75|143|0.9022619047619047
321|young|22|31|75|143|1.3531182795698926
322|old|52|117|74|166|0.9969969969969971
322|young|22|49|74|166|1.0071704357418643
323|old|26|43|56|69|0.7450166112956811
323|young|30|26|56|69|1.4217032967032965
324|old|22|66|34|94|0.9215686274509804
324|young|12|28|34|94|1.1848739495798322
325|old|60|63|87|88|0.963327859879584
325|young|27|25|87|88|1.092413793103448
326|old|44|62|83|92|0.7866303925378936
326|young|39|30|83|92|1.4409638554216868
327|old|99|100|149|146|0.9700671140939598
327|young|50|46|149|146|1.0650714911000876
328|old|10|16|20|25|0.78125
328|young|10|9|20|25|1.3888888888888888
329|old|8|14|15|26|0.9904761904761905
329|young|7|12|15|26|1.011111111111111
330|old|40|41|59|54|0.8929309632079371
330|young|19|13|59|54|1.3376792698826596
331|old|41|45|73|70|0.8736681887366818
331|young|32|25|73|70|1.2273972602739724
332|old|88|71|146|105|0.8913756511672776
332|young|58|34|146|105|1.2268331990330377
333|old|19|16|30|34|1.3458333333333332
333|young|11|18|30|34|0.6925925925925925
334|young|5|10|5|16|1.6
334|old|0|6|5|16|0.38095238095238093
335|old|5|17|10|33|0.9705882352941176
335|young|5|16|10|33|1.03125
336|old|6|7|8|10|1.0714285714285714
336|young|2|3|8|10|0.8333333333333334
337|old|15|39|25|66|1.0153846153846153
337|young|10|27|25|66|0.9777777777777777
338|old|10|21|16|31|0.9226190476190477
338|young|6|10|16|31|1.1625
339|old|81|58|114|75|0.9187840290381125
339|young|33|17|114|75|1.2770897832817338
